,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
18078,UNC119,UNC119_2,chr17,28547744,28547804
18079,UNC119,UNC119_1,chr17,28552601,28552661
18080,UNC119,UNC119_3,chr17,28552750,28552810
18081,PIGS,PIGS_1,chr17,28571495,28571555
18082,ALDOC,ALDOC_1,chr17,28576884,28576944
18083,SPAG5,SPAG5_1,chr17,28599004,28599064
18084,SPAG5,SPAG5_2,chr17,28599638,28599698
18085,KIAA0100,KIAA0100_1,chr17,28645145,28645205
18086,SUPT6H,SUPT6H_2,chr17,28661888,28661948
18087,SDF2,SDF2_1,chr17,28661895,28661955
18088,SDF2,SDF2_2,chr17,28662141,28662201
18089,SUPT6H,SUPT6H_1,chr17,28662155,28662215
18090,PROCA1,PROCA1_1,chr17,28711288,28711348
18091,PROCA1,PROCA1_3,chr17,28711860,28711920
18092,PROCA1,PROCA1_2,chr17,28712309,28712369
18093,RAB34,RAB34_3,chr17,28717508,28717568
18094,RAB34,RAB34_2,chr17,28717857,28717917
18095,RPL23A,RPL23A_2,chr17,28717945,28718005
18096,RAB34,RAB34_1,chr17,28718156,28718216
18097,RAB34,RAB34_4,chr17,28718382,28718442
18098,RPL23A,RPL23A_1,chr17,28719945,28720005
18099,RPL23A,RPL23A_3,chr17,28720842,28720902
18100,NEK8,NEK8_2,chr17,28725838,28725898
18101,TLCD1,TLCD1_1,chr17,28726220,28726280
18102,TLCD1,TLCD1_2,chr17,28727916,28727976
18103,NEK8,NEK8_1,chr17,28728740,28728800
18104,TRAF4,TRAF4_1,chr17,28743961,28744021
18105,C17orf63,C17orf63_1,chr17,28842772,28842832
18106,ERAL1,ERAL1_1,chr17,28854966,28855026
18107,FLOT2,FLOT2_1,chr17,28897697,28897757
18108,DHRS13,DHRS13_2,chr17,28902956,28903016
18109,DHRS13,DHRS13_1,chr17,28903068,28903128
18110,PHF12,PHF12_2,chr17,28951326,28951386
18111,PHF12,PHF12_1,chr17,28951442,28951502
18112,SEZ6,SEZ6_1,chr17,29006008,29006068
18113,PIPOX,PIPOX_1,chr17,29043132,29043192
18114,MYO18A,MYO18A_2,chr17,29140378,29140438
18115,MYO18A,MYO18A_4,chr17,29176762,29176822
18116,MYO18A,MYO18A_1,chr17,29180375,29180435
18117,NUFIP2,NUFIP2_1,chr17,29294137,29294197
18118,TAOK1,TAOK1_1,chr17,29390313,29390373
18119,ABHD15,ABHD15_1,chr17,29567026,29567086
18120,TP53I13,TP53I13_1,chr17,29568663,29568723
18121,GIT1,GIT1_1,chr17,29589637,29589697
18122,ANKRD13B,ANKRD13B_1,chr17,29589648,29589708
18123,CORO6,CORO6_1,chr17,29622898,29622958
18124,SSH2,SSH2_2,chr17,29761421,29761481
18125,EFCAB5,EFCAB5_1,chr17,29929229,29929289
18126,SSH2,SSH2_1,chr17,29930217,29930277
18127,NSRP1,NSRP1_1,chr17,30116779,30116839
18128,SLC6A4,SLC6A4_1,chr17,30235686,30235746
18129,BLMH,BLMH_1,chr17,30291926,30291986
18130,CPD,CPD_1,chr17,30378886,30378946
18131,GOSR1,GOSR1_1,chr17,30477373,30477433
18132,CRLF3,CRLF3_1,chr17,30824681,30824741
18133,ATAD5,ATAD5_1,chr17,30831920,30831980
18134,TEFM,TEFM_1,chr17,30906224,30906284
18135,ADAP2,ADAP2_2,chr17,30906277,30906337
18136,TEFM,TEFM_2,chr17,30906813,30906873
18137,ADAP2,ADAP2_3,chr17,30921674,30921734
18138,ADAP2,ADAP2_1,chr17,30921895,30921955
18139,RNF135,RNF135_1,chr17,30970998,30971058
18140,NF1,NF1_1,chr17,31094927,31094987
18141,NF1,NF1_2,chr17,31095235,31095295
18142,EVI2B,EVI2B_2,chr17,31314042,31314102
18143,EVI2A,EVI2A_1,chr17,31318723,31318783
18144,EVI2B,EVI2B_1,chr17,31321603,31321663
18145,RAB11FIP4,RAB11FIP4_1,chr17,31391625,31391685
18146,COPRS,COPRS_1,chr17,31859224,31859284
18147,UTP6,UTP6_1,chr17,31901670,31901730
18148,SUZ12,SUZ12_1,chr17,31936968,31937028
18149,RHOT1,RHOT1_1,chr17,32142452,32142512
18150,RHBDL3,RHBDL3_1,chr17,32266097,32266157
18151,C17orf75,C17orf75_1,chr17,32342162,32342222
18152,C17orf75,C17orf75_2,chr17,32350003,32350063
18153,ZNF207,ZNF207_1,chr17,32350114,32350174
18154,PSMD11,PSMD11_1,chr17,32444460,32444520
18155,CDK5R1,CDK5R1_1,chr17,32486528,32486588
18156,CDK5R1,CDK5R1_2,chr17,32487076,32487136
18157,MYO1D,MYO1D_1,chr17,32877113,32877173
18158,TMEM98,TMEM98_2,chr17,32927836,32927896
18159,TMEM98,TMEM98_1,chr17,32928154,32928214
18160,ASIC2,ASIC2_2,chr17,34157200,34157260
18161,CCL2,CCL2_1,chr17,34255235,34255295
18162,CCT6B,CCT6B_1,chr17,34961449,34961509
18163,LIG3,LIG3_1,chr17,34980462,34980522
18164,CCT6B,CCT6B_2,chr17,34981143,34981203
18165,RFFL,RFFL_2,chr17,35063659,35063719
18166,RFFL,RFFL_6,chr17,35064047,35064107
18167,RFFL,RFFL_4,chr17,35088853,35088913
18168,RFFL,RFFL_1,chr17,35089215,35089275
18169,RFFL,RFFL_5,chr17,35089890,35089950
18170,RAD51D,RAD51D_1,chr17,35119735,35119795
18171,RAD51D,RAD51D_2,chr17,35119849,35119909
18172,NLE1,NLE1_1,chr17,35142286,35142346
18173,SLFN5,SLFN5_1,chr17,35243022,35243082
18174,SLFN11,SLFN11_1,chr17,35373610,35373670
18175,SLFN11,SLFN11_2,chr17,35374607,35374667
18176,SLFN12,SLFN12_1,chr17,35432489,35432549
18177,SLFN12,SLFN12_2,chr17,35433154,35433214
18178,SLFN13,SLFN13_1,chr17,35448754,35448814
18179,SLFN14,SLFN14_1,chr17,35560808,35560868
18180,PEX12,PEX12_1,chr17,35578557,35578617
18181,AP2B1,AP2B1_1,chr17,35587309,35587369
18182,AP2B1,AP2B1_2,chr17,35587415,35587475
18183,RASL10B,RASL10B_1,chr17,35731589,35731649
18184,GAS2L2,GAS2L2_3,chr17,35752980,35753040
18185,GAS2L2,GAS2L2_2,chr17,35753216,35753276
18186,C17orf50,C17orf50_1,chr17,35764077,35764137
18187,GAS2L2,GAS2L2_1,chr17,35764729,35764789
18188,MMP28,MMP28_1,chr17,35795603,35795663
18189,TAF15,TAF15_1,chr17,35809434,35809494
18190,CCL5,CCL5_1,chr17,35880349,35880409
18191,RDM1,RDM1_1,chr17,35930742,35930802
18192,CCL23,CCL23_1,chr17,36017944,36018004
18193,CCL3,CCL3_1,chr17,36090132,36090192
18194,CCL4,CCL4_2,chr17,36103540,36103600
18195,CCL4,CCL4_1,chr17,36103780,36103840
18196,CCL3L3,CCL3L3_1,chr17,36196747,36196807
18197,CCL4L2,CCL4L2_2,chr17,36210854,36210914
18198,CCL4L2,CCL4L2_1,chr17,36211016,36211076
18199,ZNHIT3,ZNHIT3_1,chr17,36486631,36486691
18200,PIGW,PIGW_1,chr17,36534970,36535030
18201,GGNBP2,GGNBP2_1,chr17,36544870,36544930
18202,GGNBP2,GGNBP2_2,chr17,36545571,36545631
18203,DHRS11,DHRS11_1,chr17,36591829,36591889
18204,MRM1,MRM1_2,chr17,36601425,36601485
18205,MRM1,MRM1_1,chr17,36601533,36601593
18206,MRM1,MRM1_3,chr17,36601898,36601958
18207,LHX1,LHX1_1,chr17,36938459,36938519
18208,AATF,AATF_1,chr17,36948906,36948966
18209,ACACA,ACACA_1,chr17,37359085,37359145
18210,ACACA,ACACA_2,chr17,37406822,37406882
18211,DUSP14,DUSP14_1,chr17,37489841,37489901
18212,DUSP14,DUSP14_2,chr17,37491502,37491562
18213,SYNRG,SYNRG_1,chr17,37609387,37609447
18214,DDX52,DDX52_1,chr17,37643429,37643489
18215,HNF1B,HNF1B_1,chr17,37745048,37745108
18216,MRPL45,MRPL45_1,chr17,38297123,38297183
18217,SOCS7,SOCS7_1,chr17,38352243,38352303
18218,SRCIN1,SRCIN1_1,chr17,38559480,38559540
18219,SRCIN1,SRCIN1_4,chr17,38604507,38604567
18220,SRCIN1,SRCIN1_2,chr17,38605871,38605931
18221,SRCIN1,SRCIN1_3,chr17,38607014,38607074
18222,MLLT6,MLLT6_1,chr17,38705501,38705561
18223,CISD3,CISD3_2,chr17,38724595,38724655
18224,LASP1,LASP1_2,chr17,38728346,38728406
18225,CISD3,CISD3_3,chr17,38729841,38729901
18226,CISD3,CISD3_1,chr17,38730291,38730351
18227,PCGF2,PCGF2_3,chr17,38746622,38746682
18228,PCGF2,PCGF2_1,chr17,38748325,38748385
18229,PCGF2,PCGF2_2,chr17,38749781,38749841
18230,PSMB3,PSMB3_1,chr17,38752711,38752771
18231,PIP5K2B,PIP5K2B_2,chr17,38799442,38799502
18232,PIP5K2B,PIP5K2B_1,chr17,38799918,38799978
18233,CWC25,CWC25_1,chr17,38825310,38825370
18234,CWC25,CWC25_2,chr17,38825503,38825563
18235,RPL23,RPL23_1,chr17,38853710,38853770
18236,LASP1,LASP1_1,chr17,38870008,38870068
18237,RP1-56K13,RP1-56K13_2,chr17,38925564,38925624
18238,FBXO47,FBXO47_1,chr17,38967388,38967448
18239,PLXDC1,PLXDC1_1,chr17,39151598,39151658
18240,PLXDC1,PLXDC1_2,chr17,39152956,39153016
18241,PLXDC1,PLXDC1_3,chr17,39154550,39154610
18242,CACNB1,CACNB1_1,chr17,39197658,39197718
18243,RPL19,RPL19_2,chr17,39200011,39200071
18244,RPL19,RPL19_1,chr17,39200267,39200327
18245,CACNB1,CACNB1_2,chr17,39209839,39209899
18246,STAC2,STAC2_1,chr17,39225775,39225835
18247,FBXL20,FBXL20_1,chr17,39401614,39401674
18248,FBXL20,FBXL20_2,chr17,39402545,39402605
18249,MED1,MED1_1,chr17,39451251,39451311
18250,CDK12,CDK12_1,chr17,39461458,39461518
18251,CDK12,CDK12_2,chr17,39461965,39462025
18252,NEUROD2,NEUROD2_1,chr17,39607909,39607969
18253,PPP1R1B,PPP1R1B_4,chr17,39626657,39626717
18254,PPP1R1B,PPP1R1B_1,chr17,39626902,39626962
18255,PPP1R1B,PPP1R1B_3,chr17,39627239,39627299
18256,STARD3,STARD3_1,chr17,39637097,39637157
18257,PNMT,PNMT_1,chr17,39667969,39668029
18258,PNMT,PNMT_2,chr17,39668403,39668463
18259,ERBB2,ERBB2_2,chr17,39688044,39688104
18260,PGAP3,PGAP3_1,chr17,39688046,39688106
18261,ERBB2,ERBB2_1,chr17,39700014,39700074
18262,MIEN1,MIEN1_1,chr17,39730521,39730581
18263,GRB7,GRB7_2,chr17,39737912,39737972
18264,GRB7,GRB7_1,chr17,39738302,39738362
18265,IKZF3,IKZF3_1,chr17,39864301,39864361
18266,ZPBP2,ZPBP2_1,chr17,39868160,39868220
18267,ORMDL3,ORMDL3_1,chr17,39927560,39927620
18268,PSMD3,PSMD3_1,chr17,39980757,39980817
18269,CSF3,CSF3_1,chr17,40015390,40015450
18270,MED24,MED24_1,chr17,40054397,40054457
18271,THRA,THRA_2,chr17,40062779,40062839
18272,THRA,THRA_1,chr17,40062915,40062975
18273,NR1D1,NR1D1_2,chr17,40100568,40100628
18274,NR1D1,NR1D1_1,chr17,40100718,40100778
18275,MSL1,MSL1_1,chr17,40121921,40121981
18276,MSL1,MSL1_2,chr17,40122279,40122339
18277,CASC3,CASC3_2,chr17,40140248,40140308
18278,CASC3,CASC3_1,chr17,40140487,40140547
18279,RAPGEFL1,RAPGEFL1_1,chr17,40177497,40177557
18280,WIPF2,WIPF2_1,chr17,40219254,40219314
18281,CDC6,CDC6_1,chr17,40287833,40287893
18282,RARA,RARA_2,chr17,40309130,40309190
18283,RARA,RARA_1,chr17,40318195,40318255
18284,RARA,RARA_4,chr17,40318535,40318595
18285,RARA,RARA_3,chr17,40342322,40342382
18286,TOP2A,TOP2A_1,chr17,40417870,40417930
18287,IGFBP4,IGFBP4_1,chr17,40443400,40443460
18288,TNS4,TNS4_2,chr17,40480841,40480901
18289,CCR7,CCR7_2,chr17,40561006,40561066
18290,CCR7,CCR7_1,chr17,40565461,40565521
18291,SMARCE1,SMARCE1_1,chr17,40647806,40647866
18292,KRT222,KRT222_1,chr17,40665153,40665213
18293,KRT23,KRT23_1,chr17,40936652,40936712
18294,KRT36,KRT36_1,chr17,41492512,41492572
18295,KRT19,KRT19_1,chr17,41528297,41528357
18296,KRT16,KRT16_1,chr17,41612756,41612816
18297,KRT17,KRT17_1,chr17,41624564,41624624
18298,EIF1,EIF1_1,chr17,41688837,41688897
18299,HAP1,HAP1_1,chr17,41734632,41734692
18300,JUP,JUP_2,chr17,41785965,41786025
18301,JUP,JUP_1,chr17,41786700,41786760
18302,P3H4,P3H4_3,chr17,41811592,41811652
18303,P3H4,P3H4_2,chr17,41811933,41811993
18304,FKBP10,FKBP10_2,chr17,41812491,41812551
18305,P3H4,P3H4_1,chr17,41812608,41812668
18306,FKBP10,FKBP10_1,chr17,41812954,41813014
18307,NT5C3B,NT5C3B_1,chr17,41836218,41836278
18308,KLHL11,KLHL11_1,chr17,41865412,41865472
18309,ACLY,ACLY_1,chr17,41918940,41919000
18310,ACLY,ACLY_2,chr17,41930530,41930590
18311,TTC25,TTC25_1,chr17,41930579,41930639
18312,CNP,CNP_1,chr17,41966745,41966805
18313,DNAJC7,DNAJC7_2,chr17,42017147,42017207
18314,DNAJC7,DNAJC7_1,chr17,42017424,42017484
18315,DNAJC7,DNAJC7_4,chr17,42017636,42017696
18316,NKIRAS2,NKIRAS2_1,chr17,42020057,42020117
18317,DHX58,DHX58_2,chr17,42111936,42111996
18318,DHX58,DHX58_1,chr17,42112703,42112763
18319,KAT2A,KAT2A_2,chr17,42121070,42121130
18320,KAT2A,KAT2A_1,chr17,42121345,42121405
18321,RAB5C,RAB5C_1,chr17,42154978,42155038
18322,KCNH4,KCNH4_1,chr17,42181289,42181349
18323,GHDC,GHDC_1,chr17,42194467,42194527
18324,STAT5B,STAT5B_3,chr17,42275620,42275680
18325,STAT5B,STAT5B_1,chr17,42276364,42276424
18326,STAT5A,STAT5A_3,chr17,42287389,42287449
18327,STAT5A,STAT5A_6,chr17,42287888,42287948
18328,STAT5A,STAT5A_2,chr17,42288115,42288175
18329,STAT5A,STAT5A_1,chr17,42288448,42288508
18330,STAT5B,STAT5B_2,chr17,42288526,42288586
18331,STAT5A,STAT5A_5,chr17,42289306,42289366
18332,STAT5A,STAT5A_4,chr17,42306064,42306124
18333,STAT3,STAT3_1,chr17,42388431,42388491
18334,PTRF,PTRF_1,chr17,42423245,42423305
18335,PTRF,PTRF_2,chr17,42423488,42423548
18336,ATP6V0A1,ATP6V0A1_1,chr17,42458829,42458889
18337,NAGLU,NAGLU_1,chr17,42536211,42536271
18338,DNAJC7,DNAJC7_3,chr17,42562016,42562076
18339,COASY,COASY_1,chr17,42562101,42562161
18340,MLX,MLX_1,chr17,42567052,42567112
18341,PSMC3IP,PSMC3IP_1,chr17,42577673,42577733
18342,FAM134C,FAM134C_1,chr17,42609353,42609413
18343,TUBG1,TUBG1_2,chr17,42609375,42609435
18344,TUBG1,TUBG1_1,chr17,42609636,42609696
18345,TUBG2,TUBG2_1,chr17,42659234,42659294
18346,PLEKHH3,PLEKHH3_1,chr17,42676983,42677043
18347,CNTNAP1,CNTNAP1_2,chr17,42680057,42680117
18348,CCR10,CCR10_1,chr17,42681832,42681892
18349,CNTNAP1,CNTNAP1_1,chr17,42682481,42682541
18350,CNTNAP1,CNTNAP1_3,chr17,42682661,42682721
18351,EZH1,EZH1_1,chr17,42745026,42745086
18352,RAMP2,RAMP2_1,chr17,42761177,42761237
18353,VPS25,VPS25_1,chr17,42773399,42773459
18354,WNK4,WNK4_1,chr17,42780565,42780625
18355,WNK4,WNK4_2,chr17,42780705,42780765
18356,CCDC56,CCDC56_1,chr17,42798693,42798753
18357,CNTD1,CNTD1_1,chr17,42798742,42798802
18358,BECN1,BECN1_1,chr17,42824270,42824330
18359,PSME3,PSME3_1,chr17,42833368,42833428
18360,AARSD1,AARSD1_2,chr17,42964207,42964267
18361,AARSD1,AARSD1_1,chr17,42964443,42964503
18362,RUNDC1,RUNDC1_1,chr17,42980515,42980575
18363,RPL27,RPL27_1,chr17,42998396,42998456
18364,RPL27,RPL27_2,chr17,42998687,42998747
18365,IFI35,IFI35_1,chr17,43006735,43006795
18366,VAT1,VAT1_1,chr17,43022369,43022429
18367,RND2,RND2_1,chr17,43025191,43025251
18368,BRCA1,BRCA1_4,chr17,43125191,43125251
18369,BRCA1,BRCA1_1,chr17,43125353,43125413
18370,BRCA1,BRCA1_3,chr17,43125472,43125532
18371,NBR1,NBR1_2,chr17,43125591,43125651
18372,BRCA1,BRCA1_2,chr17,43170196,43170256
18373,NBR1,NBR1_3,chr17,43170431,43170491
18374,NBR1,NBR1_1,chr17,43171164,43171224
18375,ARL4D,ARL4D_1,chr17,43398943,43399003
18376,DHX8,DHX8_1,chr17,43483934,43483994
18377,ETV4,ETV4_4,chr17,43530430,43530490
18378,ETV4,ETV4_3,chr17,43545659,43545719
18379,ETV4,ETV4_2,chr17,43545888,43545948
18380,ETV4,ETV4_1,chr17,43546329,43546389
18381,MEOX1,MEOX1_1,chr17,43661911,43661971
18382,DUSP3,DUSP3_1,chr17,43778934,43778994
18383,MPP3,MPP3_1,chr17,43833135,43833195
18384,CD300LG,CD300LG_1,chr17,43847126,43847186
18385,MPP2,MPP2_2,chr17,43900613,43900673
18386,MPP2,MPP2_1,chr17,43907525,43907585
18387,MPP2,MPP2_3,chr17,43907728,43907788
18388,PPY,PPY_2,chr17,43944060,43944120
18389,PYY,PYY_2,chr17,44004434,44004494
18390,NAGS,NAGS_1,chr17,44004572,44004632
18391,TMEM101,TMEM101_1,chr17,44014952,44015012
18392,LSM12,LSM12_1,chr17,44066640,44066700
18393,G6PC3,G6PC3_2,chr17,44070685,44070745
18394,G6PC3,G6PC3_1,chr17,44070862,44070922
18395,HDAC5,HDAC5_2,chr17,44123296,44123356
18396,HDAC5,HDAC5_1,chr17,44123627,44123687
18397,C17orf53,C17orf53_1,chr17,44141880,44141940
18398,LSM12,LSM12_2,chr17,44186660,44186720
18399,TMUB2,TMUB2_2,chr17,44186949,44187009
18400,TMUB2,TMUB2_1,chr17,44187200,44187260
18401,ATXN7L3,ATXN7L3_2,chr17,44198121,44198181
18402,ATXN7L3,ATXN7L3_1,chr17,44198413,44198473
18403,UBTF,UBTF_3,chr17,44218430,44218490
18404,UBTF,UBTF_4,chr17,44219487,44219547
18405,UBTF,UBTF_2,chr17,44219662,44219722
18406,UBTF,UBTF_1,chr17,44220868,44220928
18407,UBTF,UBTF_5,chr17,44221615,44221675
18408,RUNDC3A,RUNDC3A_1,chr17,44308551,44308611
18409,SLC25A39,SLC25A39_1,chr17,44324812,44324872
18410,GRN,GRN_1,chr17,44345252,44345312
18411,FAM171A2,FAM171A2_1,chr17,44363842,44363902
18412,ITGA2B,ITGA2B_2,chr17,44389633,44389693
18413,GPATCH8,GPATCH8_1,chr17,44503380,44503440
18414,GPATCH8,GPATCH8_2,chr17,44503578,44503638
18415,CCDC43,CCDC43_1,chr17,44689751,44689811
18416,DBF4B,DBF4B_1,chr17,44708641,44708701
18417,ADAM11,ADAM11_1,chr17,44758938,44758998
18418,FAM187A,FAM187A_2,chr17,44899364,44899424
18419,EFTUD2,EFTUD2_1,chr17,44899392,44899452
18420,EFTUD2,EFTUD2_2,chr17,44899655,44899715
18421,FAM187A,FAM187A_1,chr17,44899689,44899749
18422,GFAP,GFAP_2,chr17,44911508,44911568
18423,KIF18B,KIF18B_1,chr17,44947762,44947822
18424,C1QL1,C1QL1_1,chr17,44968069,44968129
18425,DCAKD,DCAKD_2,chr17,45051597,45051657
18426,DCAKD,DCAKD_1,chr17,45061107,45061167
18427,NMT1,NMT1_1,chr17,45061272,45061332
18428,PLCD3,PLCD3_1,chr17,45132501,45132561
18429,ACBD4,ACBD4_2,chr17,45132573,45132633
18430,ACBD4,ACBD4_1,chr17,45135637,45135697
18431,HEXIM2,HEXIM2_2,chr17,45160652,45160712
18432,HEXIM2,HEXIM2_1,chr17,45161844,45161904
18433,FMNL1,FMNL1_1,chr17,45221837,45221897
18434,SPATA32,SPATA32_1,chr17,45262079,45262139
18435,MAP3K14,MAP3K14_1,chr17,45317006,45317066
18436,MAP3K14,MAP3K14_3,chr17,45317134,45317194
18437,ARHGAP27,ARHGAP27_1,chr17,45432859,45432919
18438,PLEKHM1,PLEKHM1_1,chr17,45490740,45490800
18439,CRHR1,CRHR1_2,chr17,45784270,45784330
18440,CRHR1,CRHR1_3,chr17,45784500,45784560
18441,MAPT,MAPT_2,chr17,45894541,45894601
18442,KANSL1,KANSL1_2,chr17,46192766,46192826
18443,KANSL1,KANSL1_3,chr17,46193157,46193217
18444,KANSL1,KANSL1_1,chr17,46225356,46225416
18445,ARL17B,ARL17B_2,chr17,46361735,46361795
18446,ARL17A,ARL17A_1,chr17,46579660,46579720
18447,ARL17B,ARL17B_1,chr17,46579671,46579731
18448,ARL17A,ARL17A_2,chr17,46579680,46579740
18449,WNT3,WNT3_1,chr17,46818681,46818741
18450,WNT9B,WNT9B_1,chr17,46851534,46851594
18451,GOSR2,GOSR2_1,chr17,46923110,46923170
18452,MYL4,MYL4_2,chr17,47188890,47188950
18453,CDC27,CDC27_1,chr17,47189260,47189320
18454,MYL4,MYL4_3,chr17,47189386,47189446
18455,ITGB3,ITGB3_1,chr17,47253777,47253837
18456,EFCAB13,EFCAB13_1,chr17,47323931,47323991
18457,NPEPPS,NPEPPS_2,chr17,47531059,47531119
18458,NPEPPS,NPEPPS_1,chr17,47531205,47531265
18459,KPNB1,KPNB1_2,chr17,47649349,47649409
18460,KPNB1,KPNB1_1,chr17,47649891,47649951
18461,TBKBP1,TBKBP1_1,chr17,47694013,47694073
18462,TBKBP1,TBKBP1_2,chr17,47695615,47695675
18463,TBX21,TBX21_1,chr17,47733186,47733246
18464,OSBPL7,OSBPL7_1,chr17,47821768,47821828
18465,MRPL10,MRPL10_1,chr17,47831512,47831572
18466,LRRC46,LRRC46_1,chr17,47831639,47831699
18467,SCRN2,SCRN2_1,chr17,47841250,47841310
18468,SP6,SP6_2,chr17,47851152,47851212
18469,SP2,SP2_1,chr17,47896186,47896246
18470,SP6,SP6_1,chr17,47941381,47941441
18471,PNPO,PNPO_1,chr17,47941575,47941635
18472,CDK5RAP3,CDK5RAP3_1,chr17,47971072,47971132
18473,COPZ2,COPZ2_1,chr17,48037786,48037846
18474,COPZ2,COPZ2_2,chr17,48047755,48047815
18475,NFE2L1,NFE2L1_1,chr17,48048309,48048369
18476,NFE2L1,NFE2L1_2,chr17,48048734,48048794
18477,CBX1,CBX1_2,chr17,48101132,48101192
18478,CBX1,CBX1_1,chr17,48101449,48101509
18479,SNX11,SNX11_1,chr17,48107526,48107586
18480,SNX11,SNX11_2,chr17,48107717,48107777
18481,SKAP1,SKAP1_1,chr17,48430203,48430263
18482,HOXB2,HOXB2_1,chr17,48545098,48545158
18483,HOXB4,HOXB4_4,chr17,48576553,48576613
18484,HOXB4,HOXB4_5,chr17,48577451,48577511
18485,HOXB4,HOXB4_1,chr17,48578339,48578399
18486,HOXB4,HOXB4_6,chr17,48580342,48580402
18487,HOXB4,HOXB4_7,chr17,48581999,48582059
18488,HOXB4,HOXB4_3,chr17,48582339,48582399
18489,HOXB3,HOXB3_2,chr17,48590230,48590290
18490,HOXB4,HOXB4_2,chr17,48590263,48590323
18491,HOXB5,HOXB5_3,chr17,48592106,48592166
18492,HOXB5,HOXB5_5,chr17,48592682,48592742
18493,HOXB5,HOXB5_1,chr17,48593448,48593508
18494,HOXB5,HOXB5_2,chr17,48593768,48593828
18495,HOXB5,HOXB5_6,chr17,48594167,48594227
18496,HOXB6,HOXB6_4,chr17,48596299,48596359
18497,HOXB6,HOXB6_3,chr17,48597180,48597240
18498,HOXB6,HOXB6_2,chr17,48598194,48598254
18499,HOXB6,HOXB6_6,chr17,48603745,48603805
18500,HOXB6,HOXB6_5,chr17,48604467,48604527
18501,HOXB6,HOXB6_1,chr17,48604975,48605035
18502,HOXB7,HOXB7_1,chr17,48610989,48611049
18503,HOXB7,HOXB7_2,chr17,48613506,48613566
18504,HOXB9,HOXB9_2,chr17,48625852,48625912
18505,HOXB9,HOXB9_1,chr17,48626329,48626389
18506,HOXB9,HOXB9_4,chr17,48633570,48633630
18507,HOXB9,HOXB9_3,chr17,48646841,48646901
18508,PRAC2,PRAC2_2,chr17,48718701,48718761
18509,PRAC1,PRAC1_1,chr17,48722506,48722566
18510,PRAC2,PRAC2_1,chr17,48723144,48723204
18511,HOXB13,HOXB13_1,chr17,48728715,48728775
18512,TTLL6,TTLL6_2,chr17,48817042,48817102
18513,TTLL6,TTLL6_1,chr17,48817401,48817461
18514,CALCOCO2,CALCOCO2_1,chr17,48830985,48831045
18515,ATP5G1,ATP5G1_1,chr17,48892767,48892827
18516,UBE2Z,UBE2Z_1,chr17,48908357,48908417
18517,SNF8,SNF8_1,chr17,48944807,48944867
18518,SNF8,SNF8_2,chr17,48961975,48962035
18519,IGF2BP1,IGF2BP1_3,chr17,48997175,48997235
18520,IGF2BP1,IGF2BP1_2,chr17,48997451,48997511
18521,IGF2BP1,IGF2BP1_1,chr17,48997662,48997722
18522,B4GALNT2,B4GALNT2_1,chr17,49132719,49132779
18523,GNGT2,GNGT2_2,chr17,49209246,49209306
18524,GNGT2,GNGT2_4,chr17,49209384,49209444
18525,ABI3,ABI3_2,chr17,49210105,49210165
18526,GNGT2,GNGT2_1,chr17,49210563,49210623
18527,ABI3,ABI3_1,chr17,49210657,49210717
18528,PHOSPHO1,PHOSPHO1_1,chr17,49230776,49230836
18529,ZNF652,ZNF652_2,chr17,49339471,49339531
18530,ZNF652,ZNF652_1,chr17,49362097,49362157
18531,ZNF652,ZNF652_3,chr17,49362484,49362544
18532,PHB,PHB_1,chr17,49414869,49414929
18533,NGFR,NGFR_1,chr17,49495243,49495303
18534,NXPH3,NXPH3_1,chr17,49575821,49575881
18535,NXPH3,NXPH3_2,chr17,49576067,49576127
18536,SPOP,SPOP_1,chr17,49678014,49678074
18537,SLC35B1,SLC35B1_2,chr17,49707942,49708002
18538,SLC35B1,SLC35B1_1,chr17,49708159,49708219
18539,SLC35B1,SLC35B1_3,chr17,49709023,49709083
18540,FAM117A,FAM117A_1,chr17,49764120,49764180
18541,KAT7,KAT7_1,chr17,49788631,49788691
18542,DLX4,DLX4_2,chr17,49968520,49968580
18543,DLX4,DLX4_1,chr17,49969140,49969200
18544,DLX4,DLX4_3,chr17,49971914,49971974
18545,DLX3,DLX3_1,chr17,49995213,49995273
18546,ITGA3,ITGA3_2,chr17,50055184,50055244
18547,ITGA3,ITGA3_3,chr17,50055925,50055985
18548,ITGA3,ITGA3_1,chr17,50056061,50056121
18549,PDK2,PDK2_1,chr17,50095302,50095362
18550,SAMD14,SAMD14_1,chr17,50129802,50129862
18551,SGCA,SGCA_2,chr17,50148685,50148745
18552,PPP1R9B,PPP1R9B_1,chr17,50150666,50150726
18553,COL1A1,COL1A1_1,chr17,50201620,50201680
18554,TMEM92,TMEM92_1,chr17,50274422,50274482
18555,XYLT2,XYLT2_1,chr17,50346076,50346136
18556,EME1,EME1_1,chr17,50373199,50373259
18557,LRRC59,LRRC59_1,chr17,50397489,50397549
18558,ACSF2,ACSF2_1,chr17,50426168,50426228
18559,CHAD,CHAD_1,chr17,50468869,50468929
18560,RSAD1,RSAD1_1,chr17,50478810,50478870
18561,MYCBPAP,MYCBPAP_1,chr17,50508399,50508459
18562,MYCBPAP,MYCBPAP_2,chr17,50508535,50508595
18563,SPATA20,SPATA20_1,chr17,50547124,50547184
18564,CACNA1G,CACNA1G_1,chr17,50560966,50561026
